Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
"Phase I/II Trial Investigating the Safety, Tolerability, Pharmacokinetics, Immune and Clinical Activity of SX-682 in Combination With BinTrafusp Alfa (M7824 or TGF-beta “Trap“/PD-L1) With CV301 TRICOM in Advanced Solid Tumors (STAT)",I/II,Completed,National Institutes of Health/National Cancer Institute,Oncology: Breast; Oncology: Head/Neck; Oncology: Pancreas; Oncology: Unspecified Solid Tumor,HER2 negative; PD-1 Refractory; PD-L1 Positive; PD-L1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Head and Neck Neoplasms; Neoplasm Metastasis; Neoplasms, Unknown Primary; Pancreatic Neoplasms",United States
"A Safety, Tolerability, and Pharmacokinetics Phase I Clinical Trial Of ON 123300 in Relapsed/Refractory, Advanced Cancer Including Patients with HR+ HER 2- Metastatic Breast Cancer with Resistance to Approved Second-Generation CDK4/6 Inhibitors and Non-Hodgkin’s Lymphoma with a special interest in Mantle Cell Lymphoma",I,Planned,"Onconova Therapeutics
Hanx Biopharmaceutical Co.","Oncology: Breast; Oncology: Lymphoma, Non-Hodgkin's",Aggressive; Estrogen receptor positive; HER2 negative; Mantle cell lymphoma (MCL); Progesterone receptor positive; Second line; Stage III; Stage IV,"Breast Neoplasms; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin",United States
"A Phase I, Multicenter, Single Agent Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Evidence of Antitumor Activity of CPO-100 in Adult Patients With Advanced Solid Tumors",I,Open,CSPC Pharmaceutical Group Co./Conjupro Biotherapeutics,"Oncology: Breast; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Prostate; Oncology: Unspecified Solid Tumor",First line; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Head and Neck Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Prostatic Neoplasms; Stomach Carcinoma; Stomach Neoplasms",United States
"A Phase I Study to Determine Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy of SCO-120 in Hormone Receptor Positive, HER-2 Negative Advanced Breast Cancer Patients",I,Terminated,Sun Pharma Advanced Research,Oncology: Breast,Estrogen receptor positive; Fourth line or greater; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,India; United States
"A Phase Ib Multicentre, Open-Label, Modular, Dose-Finding And Dose-Expansion Study To Explore The Safety, Tolerability, Pharmacokinetics And Anti-Tumour Activity Of Trastuzumab Deruxtecan (T-Dxd) In Combination With Other Anti-Cancer Agents In Patients With Metastatic HER2-Low Breast Cancer (DESTINY-Breast08)",I,Closed,"AstraZeneca
Daiichi Sankyo",Oncology: Breast,Estrogen receptor positive; First line; Fourth line or greater; HER2 negative; Progesterone receptor positive; Second line; Stage IV; Third line,Breast Neoplasms,"Australia; Belgium; Brazil; Canada; France; Mexico; Russia; South Korea; Taiwan, China; United States"
"A Phase I/IIa Study Evaluating The Safety, Tolerability, Pharamcokinetics, Pharmacodynamics, And Anti-Tumor Activity Of PF-07220060 As A Single Agent And as Part of Combination Therapy In Participants With Advanced Solid Tumors",I,Open,Pfizer,"Oncology: Breast; Oncology: Colorectal; Oncology: Lung, Non-Small Cell; Oncology: Prostate; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",Adenocarcinoma; Estrogen receptor positive; First line; Fourth line or greater; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line; Untreated,"Adenocarcinoma of Lung; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Fibrosarcoma; Leiomyosarcoma; Liposarcoma; Neoplasms, Unknown Primary; Prostatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma",United States
"Phase I/IIa Dose Escalation, Finding and Expansion Study Evaluating Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Anti Tumor Activity of PF-07104091 as a Single Agent and in Combination Therapy",I/II,Open,Pfizer,"Oncology: Breast; Oncology: Fallopian Tube; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Primary Peritoneal",(N/A); Estrogen receptor positive; Fourth line or greater; HER2 negative; Progesterone receptor positive; Pulmonary; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Small Cell; Fallopian Tube Neoplasms; Lung Neoplasms; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Peritoneal Neoplasms; Small Cell Lung Carcinoma; Triple Negative Breast Neoplasms",Argentina; Bulgaria; China; Japan; Mexico; Ukraine; United States
A Phase I Study of TJ210001 Administered in Subjects With Relapsed or Refractory Advanced Solid Tumors,I,Completed,"I-Mab Biopharma Co. {Tasgen (Genexine, Shanghai Tasly Pharmaceutical Co., and C-Bridge Capital joint venture)}",Oncology: Breast; Oncology: Unspecified Solid Tumor,Estrogen receptor positive; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Neoplasm Metastasis; Neoplasms, Unknown Primary",United States
"Phase I/II Study of the Safety, Pharmacokinetics, and Preliminary Clinical Activity of BT8009 in Patients with Nectin-4 Expressing Advanced Malignancies",I/II,Open,Bicycle Therapeutics,"Oncology: Bladder; Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Pancreas; Oncology: Renal; Oncology: Unspecified Solid Tumor",First line; Fourth line or greater; HER2 negative; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor","Belgium; Canada; France; Germany; Hong Kong, S.A.R., China; Italy; Netherlands; South Korea; Spain; United Kingdom; United States"
"Phase I/II Dose Escalation, Safety, Pharmacokinetics, and Efficacy Study of NUV-422 in Adults With Recurrent or Refractory High-grade Gliomas and Solid Tumors",I/II,Terminated,Nuvation Bio,"Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Metastatic Cancer; Oncology: Prostate; Oncology: Unspecified Solid Tumor",(N/A); CNS mets; Estrogen receptor positive; Fourth line or greater; HER2 negative; Hormone refractory; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,"Brain Neoplasms; Breast Neoplasms; Carcinoma; Central Nervous System Neoplasms; Glioblastoma; Glioma; Neoplasm Metastasis; Neoplasms; Neoplasms, Unknown Primary; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant",United States
"A Phase Ib/II Multicentre, Open-label, Modular, Dose-finding and Dose-expansion Study to Explore the Safety, Tolerability, and Anti-tumour Activity of Trastuzumab Deruxtecan (T-DXd) in Combination With Other Anti-cancer Agents in Patients With HER2-positive Metastatic Breast Cancer (DESTINY-Breast07)",I/II,Closed,"AstraZeneca
Daiichi Sankyo",Oncology: Breast,Estrogen receptor positive; First line; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,"Australia; Brazil; Canada; France; Germany; India; Italy; Poland; Russia; South Korea; Spain; Taiwan, China; Turkey; United Kingdom; United States"
A Phase I Open Label First in Human Dose Escalation and Expansion Study of the Bispecific Anti-Mucin 1 - Epidermal Growth Factor Receptor Antibody Drug Conjugate M1231 as a Single Agent in Participants With Advanced Solid Tumors,I,Completed,"Merck KGaA/EMD Serono {EMD Pharmaceuticals}
Sutro Biopharma","Oncology: Breast; Oncology: Esophageal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Unspecified Solid Tumor",EGFR; MSI-H/dMMR; PD-1 Refractory; PD-L1 Refractory; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms",Canada; United States
"A Phase Ib Dose-escalation Study of the Safety and Pharmacokinetics of Fixed-dose PCS6422 With Escalating Doses of Capecitabine Administered Orally to Patients With Advanced, Refractory Gastrointestinal Tract Tumors",I,Open,Processa Pharmaceuticals,Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gallbladder; Oncology: Gastric; Oncology: Liver; Oncology: Pancreas,Second line; Stage III; Stage IV; Unresectable,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Hepatocellular; Cholangiocarcinoma; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Gallbladder Neoplasms; Liver Cancer; Liver Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Stomach Carcinoma; Stomach Neoplasms",United States
"A First-in-human Study of Highly Selective FGFR2 Inhibitor, RLY-4008, in Patients With Intrahepatic Cholangiocarcinoma (ICC) and Other Advanced Solid Tumors.",I/II,Open,Relay Therapeutics,Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Endometrial; Oncology: Gastric; Oncology: Liver; Oncology: Unspecified Solid Tumor,FGFR; First line; Fourth line or greater; Intrahepatic; Second line; Stage III; Stage IV; Third line; Unresectable,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Cholangiocarcinoma; Cholangiocarcinoma; Endometrial Neoplasms; Liver Cancer; Liver Neoplasms; Neoplasms, Unknown Primary; Stomach Carcinoma; Stomach Neoplasms","Australia; Canada; France; Germany; Hong Kong, S.A.R., China; Italy; Netherlands; Singapore; South Korea; Spain; Sweden; Taiwan, China; United Kingdom; United States"
Phase I Trial of Intratumoral Administration of a Measles Virus Derivative Expressing the Helicobacter Pylori Neutrophil-Activating Protein (NAP) (MV-s-NAP) in Patients With Metastatic Breast Cancer,I,Open,Mayo Clinic,Oncology: Breast,Estrogen receptor positive; HER2 negative; HER2 positive; Progesterone receptor positive; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Carcinoma,United States
A Phase Ib/II Clinical Study of Intratumoral Administration of V937 in Combination With Pembrolizumab (MK-3475) in Participants With Advanced/Metastatic Solid Tumors,I/II,Closed,Merck & Co./Merck Sharp & Dohme (MSD),"Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Metastatic Cancer; Oncology: Skin, Squamous Cell Carcinoma (cSCC); Oncology: Unspecified Solid Tumor",HER2 negative; HER2 positive; Liver mets; PD-1 Naive; PD-L1 Naive; PD-L1 Positive; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Squamous Cell; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Liver Cancer; Liver Neoplasms; Neoplasm Metastasis; Neoplasms, Unknown Primary; Stomach Carcinoma; Stomach Neoplasms","Brazil; Canada; Colombia; France; Germany; Hungary; Israel; Italy; Japan; Norway; Peru; Poland; Portugal; Singapore; South Korea; Spain; Switzerland; Taiwan, China; United Kingdom; United States"
Clinical and Immunologic Activity of Nemvaleukin Alfa With Less Frequent IV Dosing Schedule as Monotherapy and in Combination With Pembrolizumab and Impact on Tumor Microenvironment in Solid Tumor Patients - ARTISTRY-3,I/II,Open,Alkermes,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Esophageal; Oncology: Fallopian Tube; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Melanoma; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Renal; Oncology: Unspecified Solid Tumor",(N/A); Fourth line or greater; HER2 negative; Intrahepatic; MSI-H/dMMR; MSS/pMMR; Pulmonary; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cholangiocarcinoma; Colorectal Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Renal Cancer; Small Cell Lung Carcinoma; Stomach Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",Spain; United States
"A Phase I First-Time-in-Human, Open-Label Study of GSK4381562 Administered as Monotherapy and in Combination With Anticancer Agents in Participants With Selected Advanced Solid Tumors",I,Open,"GlaxoSmithKline
Surface Oncology","Oncology: Breast; Oncology: Colorectal; Oncology: Endometrial; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Renal; Oncology: Unspecified Solid Tumor",Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Endometrial Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Unspecified; Wilms Tumor",Canada; Japan; Spain; United States
Pilot Trial of Nivolumab Plus Cabozantinib for Advanced Solid Tumors in Patients With HIV Infection,I,Open,National Institutes of Health/National Cancer Institute,"Infectious Disease: HIV; Oncology: Bladder; Oncology: Breast; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Melanoma; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Prostate; Oncology: Renal; Oncology: Thyroid; Oncology: Unspecified Solid Tumor",Extensive; First line; Follicular; HER2 negative; HIV-related cancer; Hormone refractory; Limited; Locally advanced; Medullary; Metastatic; Papillary; PD-1 Naive; PD-L1 Naive; Pulmonary; Recurrent; Second line; Stage III; Stage IV; Triple receptor negative; Untreated,"Acquired Immunodeficiency Syndrome; Breast Neoplasms; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Medullary; Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Renal Cell; Carcinoma, Small Cell; Carcinoma, Transitional Cell; Head and Neck Neoplasms; HIV Infections; HIV Seropositivity; Infections; Kaposi Sarcoma; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Lung Neoplasms; Melanoma; Neoplasms; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Prostatic Neoplasms; Renal Cancer; Sarcoma; Sarcoma, Kaposi; Skin Neoplasms; Small Cell Lung Carcinoma; Thyroid Diseases; Thyroid Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",United States
"A Phase Ib Study of ZN-c5 in Combination With Abemaciclib in Patients With Estrogen-Receptor Positive, Human Epidermal Growth Factor Receptor-2 Negative Advanced Breast Cancer",I,Completed,Zentalis/Zeno Alpha,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Stage III; Stage IV,Breast Neoplasms,Bosnia and Herzegovina; Poland; United States
"TOPAZ: Single Arm, Open Label Phase Ib/II Study of Tucatinib in COmbination With Pembrolizumab And TrastuZumab in Women With HER2-Positive Breast Cancer Brain Metastases",I/II,Terminated,"Cedars-Sinai Medical Center
Merck & Co./Merck Sharp & Dohme (MSD)
Seagen",Oncology: Breast; Oncology: Metastatic Cancer,CNS mets; First line; HER2 positive; Second line; Stage IV,Brain Neoplasms; Breast Neoplasms; Central Nervous System Diseases; Central Nervous System Neoplasms; Neoplasm Metastasis,United States
"A Phase I, Open-Label, Multicenter Study to Investigate the Safety, Tolerability, Pharmacokinetics and Anti-tumor Activity of DZD1516 in Combination With Trastuzumab and Capecitabine,or DZD1516 in Combination With T-DM1, in Patients with Metastatic HER2 Positive (HER2+) Breast Cancer",I,Completed,Dizal (Jiangsu) Pharmaceutical Co. (AstraZeneca and SDIC Fund Management Company joint venture),Oncology: Breast,HER2 positive; Second line; Stage III; Stage IV,Breast Neoplasms,China; United States
"A Phase I/II, Open Label, Multi-center, Non-randomized Dose Escalation and Dose Expansion Study of AMXI-5001 in Patients With Advanced Malignancies",I/II,Open,AtlasMedx,Oncology: Breast; Oncology: Ovarian,Second line; Stage III; Stage IV,Breast Neoplasms; Neoplasms; Ovarian Cancer; Ovarian Neoplasms,United States
"A Phase IB Study of Infigratinib in Combination With Tamoxifen in Hormone Receptor Positive, HER2 Negative, FGFR Altered Advanced Breast Cancer",I,Terminated,"National Institutes of Health/National Cancer Institute
Stanford University Medical Center
Breast Cancer Research Foundation
BridgeBio Pharma/QED Therapeutics",Oncology: Breast,Estrogen receptor positive; FGFR; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,United States
"A Phase I First-in-Human Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics and Efficacy of AZD8701 Administered Intravenously as Monotherapy and in Combination With Durvaluamb (MEDI4736) in Participants With Advanced Solid Tumours.",I/II,Closed,AstraZeneca,"Oncology: Breast; Oncology: Cervical; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Melanoma; Oncology: Neuroendocrine; Oncology: Renal; Oncology: Unspecified Solid Tumor",HER2 negative; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Refractory; Pulmonary; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Carcinoma, Small Cell; Carcinoma, Squamous Cell; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Lung Neoplasms; Melanoma; Neoplasms, Squamous Cell; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Renal Cancer; Small Cell Lung Carcinoma; Stomach Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",Canada; France; Spain; United States
"Phase I Trial of Abexinostat Combined With Palbociclib and Fulvestrant in Patients With Antiestrogen Refractory ER+, HER2- Breast Cancer and Gynecological Metastatic Tumors",I,Terminated,"Pfizer
University of California, San Francisco
Xynomic Pharmaceuticals",Oncology: Breast; Oncology: Endometrial; Oncology: Fallopian Tube; Oncology: Ovarian; Oncology: Primary Peritoneal,Estrogen receptor positive; Fourth line or greater; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma; Carcinoma, Endometrioid; Carcinoma, Ovarian Epithelial; Endometrial Neoplasms; Fallopian Tube Neoplasms; Ovarian Cancer; Ovarian Neoplasms; Peritoneal Neoplasms",United States
"Phase 1/2a Study of the Safety, Pharmacokinetics, Pharmacodynamics and Preliminary Clinical Activity of RP-3500 Alone or in Combination With Talazoparib or Gemcitabine in Advanced Solid Tumors With ATR Inhibitor Sensitizing Mutations (TRESR Study)",I/II,Open,"Roche
Repare Therapeutics",Oncology: Breast; Oncology: Head/Neck; Oncology: Melanoma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Unspecified Solid Tumor,BRCA; Fourth line or greater; Second line; Stage III; Stage IV,"Breast Neoplasms; Head and Neck Neoplasms; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms",Canada; Denmark; United Kingdom; United States
"A Phase I Dose Escalation and Dose Expansion and Phase II Monotherapy Open-label, First-in-Human, Multicenter Study of OP-1250 in Adult Subjects With Advanced and/or Metastatic Hormone Receptor (HR)-Positive, HER2-negative Breast Cancer",I/II,Open,Olema Oncology,Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,Australia; United States
A Phase I Trial of the ATR Inhibitor BAY 1895344 in Combination With Cisplatin and With Cisplatin Plus Gemcitabine in Advanced Solid Tumors With an Emphasis on Urothelial Carcinoma,I,Open,National Institutes of Health/National Cancer Institute,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Mesothelioma; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Penile; Oncology: Renal",Advanced; HER2 negative; Pulmonary; Second line; Stage III; Stage IV; Triple receptor negative,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Renal Cell; Carcinoma, Small Cell; Carcinoma, Transitional Cell; Cholangiocarcinoma; Cholangiocarcinoma; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Lung Neoplasms; Mesothelioma; Mesothelioma, Malignant; Neoplasms, Mesothelial; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Penile Neoplasms; Renal Cancer; Small Cell Lung Carcinoma; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",United States
"A Phase I/II, FIH, Two-part, Open-label Clinical Trial of Intravenous (IV) Administration of CTL-002 Given as Monotherapy and/or in Combination With an Anti-PD-1 Checkpoint Inhibitor in Subjects With Advanced-stage, Relapsed/Refractory Solid Tumors (The “GDFATHER“-Trial: GDF-15 Antibody-mediaTed Human Effector Cell Relocation)",I/II,Open,CatalYm,"Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Unspecified Solid Tumor",Fourth line or greater; MSS/pMMR; Neoadjuvant; PD-1 Refractory; PD-L1 Refractory; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Head and Neck Neoplasms; Liver Neoplasms; Melanoma; Mesothelioma; Neoplasms, Mesothelial; Neoplasms, Unknown Primary; Unspecified; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms",Germany; Spain; Switzerland; United States
"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of ZN-A-1041 Enteric Capsules as a Single Agent or in Combination in Patients With HER2-Positive Advanced Solid Tumors",I,Open,"Zion Pharma/Suzhou Zanrong Pharmaceutical Technology Co.
Zion Pharma",Oncology: Breast; Oncology: Metastatic Cancer; Oncology: Unspecified Solid Tumor,CNS mets; HER2 positive; Second line; Stage III; Stage IV; Third line,"Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Neoplasm Metastasis; Neoplasms; Neoplasms, Unknown Primary",China; United States
"A Phase I/II, Dose Escalation and Expansion Study of the Safety, Tolerability, and Anti-tumor Activity of BND-22 Administered Alone and in Combination With Pembrolizumab or With Cetuximab in Patients With Advanced Solid Tumors",I/II,Open,Biond Biologics,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gallbladder; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Renal; Oncology: Unspecified Solid Tumor",Second line; Stage III; Stage IV; Unresectable,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cholangiocarcinoma; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Gallbladder Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Melanoma; Neoplasms, Unknown Primary; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Unspecified; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",Israel; United States
A Phase I Study of Abemaciclib and Niraparib as Neoadjuvant Therapy in Hormone Receptor Positive (HR+) HER2 Negative (HER2-) Breast Cancer,I,Closed,"Eli Lilly
GlaxoSmithKline
OHSU Cancer Institute
Oregon Health and Science University",Oncology: Breast,Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage I; Stage II; Stage III,Adenocarcinoma; Breast Neoplasms; Carcinoma,United States
"A Phase 1a/1b Dose Escalation/Expansion Study of TTX-080, an HLA-G Antagonist, as Monotherapy and in Combination With Pembrolizumab or Cetuximab in Patients With Advanced Solid Refractory/Resistant Malignancies",I,Closed,Tizona Therapeutics,"Oncology: Breast; Oncology: Colorectal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Unspecified Solid Tumor",HER2 negative; Second line; Squamous Cell; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Head and Neck Neoplasms; Neoplasms; Neoplasms, Unknown Primary",United States
"This Study is a Phase I/II Clinical Evaluation of a New Investigational Agent, Lutetium-177-PEG-αvβ3-IAC (HurlutinTM Lu-177) to Treat Patients With Unresectable Angiogenic Breast Cancer.",I/II,Planned,"Department of Veterans Affairs
(Other Hospital/Academic/Medical Center)
All India Institute of Medical Sciences (AIIMS)
University of Witwatersrand, South Africa
PositronPharma
Advanced Imaging Projects",Oncology: Breast; Oncology: Unspecified Solid Tumor,Second line; Stage III; Stage IV,"Breast Neoplasms; Neoplasms, Unknown Primary",Chile; India; Italy; South Africa; Switzerland; United States
"A Multi-Center Open Label Dose Escalation and Dose Expansion Study to Evaluate Safety, Tolerability, Dosimetry, and Preliminary Efficacy of the HER2 Directed Radioligand CAM-H2 in Patients With Advanced/Metastatic HER2-Positive Breast, Gastric, and GEJ Cancer",I/II,Open,Precirix {Camel-IDS},Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Metastatic Cancer,CNS mets; Fourth line or greater; HER2 positive; Second line; Stage III; Stage IV; Third line,Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Disease Progression; Esophageal Cancer; Esophageal Neoplasms; Neoplasm Metastasis; Stomach Carcinoma; Stomach Neoplasms,Canada; United States
